行,取引先ID,法人番号,取引先名,元H判定,最終判定,架電可,I列_検証結果,J列_ソース
3106,001Nn000013S6oa,7010401049991,ベネリック株式会社,△,未検証,×,"未検証（検索枠切れ）：ワークフロー全体のWebSearch上限200回に到達し、本行は1次・反証層とも1クエリも実行できなかった。検索不要の§6-2照合＝法人番号7010401049991の登記所コード0104は東京法務局管内で、benelic.comの東京都内本社と矛盾なし（同名別法人の疑いは立たない）。社名が「株式会社」のため§3-6は通過。【反証層の追加＝次の1クエリの当て先】同じバンダイナムコHD傘下の株式会社バンダイ（行1078・単体2,910.60億円）と株式会社バンダイナムコアミューズメント（行1173・単体975.49億円）は、いずれも親会社有報ではなく自社ドメイン掲載の決算公告PDF（例 https://am.bandainamco-am.co.jp/documents/ir/20260615.pdf ）から単体売上高が取れている。BNHDグループは子会社の計算書類を各社の自社ドメインで公告する運用とみられるため、次の1クエリは「benelic.com 決算公告／電子公告 計算書類 PDF」に充てるのが最短。親会社有報「関係会社の状況」はBNHD連結1兆円規模の10%＝約1,000億円が実額掲載の目安となり、ベネリック単体がこれ未満なら実額も下限証明も得られないため優先度は低い。承認ソースでの300億以上の確認は取れていないため○は付けない。",https://benelic.com/company/
3107,001Nn000013S6of,6120001168182,バリュエンスホールディングス株式会社,○,架電可,○,"○ 妥当：純粋持株会社（バリュエンスホールディングス株式会社）であり§3-3によりグループ連結300億超で可。2025年8月期連結売上高84,841百万円＝848.41億円。桁検算OK（8万4,841百万円）。出典は自社HP会社概要で承認ソース。基準300億の約2.8倍で数値誤差では判定が動かない。",https://www.valuence.inc/company/
3108,001Nn000013S6oh,4180001006999,株式会社ドコモＣＳ東海,△,未検証,×,"未検証（検索枠切れ）：WebSearch上限200回到達により本行は検索できなかった。検索不要の照合のみ実施＝§6-2で法人番号4180001006999の登記所コード1800は名古屋法務局本局を示し、名古屋市の本社所在地と整合するため同名別法人の疑いなし。社名「株式会社」で§3-6通過。比率検算＝親会社NTTドコモの連結売上高は6兆円規模で10%＝約6,000億円のため、ドコモCS東海単体（SFレンジ300億〜1,000億）は10%基準に届かず、親会社有報「関係会社の状況」に単体実額が載る可能性はない＝経路6は使えない。残る経路は自社電子公告と官報決算公告だが、1次が電子公告ページを既に確認済み。回収見込みは低いが、未検証のため○も△妥当も付けない。",https://www.docomo-cs-tokai.co.jp/corporate/announcement.html
3109,001Nn000013S6ol,6430001021797,株式会社ＡＩＲＤＯ,△,架電可（回収）,○,"○ 回収：2026年3月期・単体の営業収入53,471百万円＝534.71億円（前期比0.4%増、過去最高を更新）。営業利益2,001百万円＝20.01億円。出典＝自社HP公式プレスリリース「2026年3月期 決算について」（§3-4①の企業自身の公式発信）。裏付けとして日本経済新聞・北海道新聞の26年3月期決算記事も決算期と金額を明記。営業収入は航空会社のトップライン（売上高相当）で、§3-7が排除する「利益」指標ではない。AIRDOはリージョナルプラスウイングス㈱傘下の子会社だが、534.71億円はAIRDO単体の数値であり§3-3の「子会社は単体300億以上のみOK」を充足（基準の1.78倍）。§6-2照合＝法人番号6430001021797の登記所コード4300は札幌法務局で札幌市本社と整合。社名「株式会社」で§3-6通過。1次の「営業収入表記＝売上高でない」は過剰な却下。架電可に回収する。",https://www.airdo.jp/corporate/release/2026/release-10550.html;https://www.nikkei.com/article/DGXZQOFC287AL0Y5A121C2000000/;https://www.hokkaido-np.co.jp/article/1318469/
3110,001Nn000013S6on,2040001036954,マブチモーター株式会社,○,架電可,○,"○ 妥当：2025年12月期連結売上高200,417百万円＝2,004.17億円。桁検算OK（20万417百万円＝2,004億1,700万円）。東証プライム上場の親会社であり§3-3により連結値の使用は適正。出典は自社HP会社概要で承認ソース。基準300億の約6.7倍のため誤差耐性も十分。",https://www.mabuchi-motor.co.jp/company/profile.html
3111,001Nn000013S6oo,2350001002669,株式会社ソラシドエア,△,架電可（回収）,○,"○ 回収：2026年3月期・単体の営業収入553億円（55,300百万円、前年比6.3%増で過去最高）、経常利益12.41億円、純利益8億1,100万円。出典＝自社HP公式リリース「2026年3月期決算について」（2026年5月29日付PDF、§3-4①）。営業収入は航空会社のトップラインで§3-7の「利益」には当たらない。ソラシドエアはリージョナルプラスウイングス㈱傘下の子会社だが本値は単体であり、§3-3の子会社単体300億以上を充足（基準の1.84倍で桁誤読の余地なし。保有機材規模から見ても妥当な水準）。§6-2照合＝法人番号2350001002669の登記所コード3500は宮崎地方法務局で宮崎市本社と整合、同名別法人の疑いなし。社名「株式会社」で§3-6通過。1次の「営業収入は判定基準の売上高ではない」は過剰な却下。架電可に回収する。",https://www.solaseedair.jp/corporate/assets/mediafile/press20260529.pdf;https://www.traicy.com/posts/20260529371749/
3112,001Nn000013S6or,5010001248525,株式会社キョウデン,△,未検証,×,"未検証（検索枠切れ）：本反証層でもWebSearch上限200回に到達済みで1クエリも実行できなかった。ただし検索不要の法人番号解析で、1次の「現法人／旧法人」懸念を裏付ける具体証拠を得た＝法人番号5010001248525の会社法人等番号は0100-01-248525、登記所コード0100＝東京法務局本局。本データ4,422社に含まれる東京本局0100-01の602社を連番昇順に並べると248525は599位/602位で最も新しい部類に入る（近傍はリケンNPR株式会社238935／日本ケンタッキー・フライド・チキン株式会社244022／株式会社トライトキャリア254982と、近年の組織再編で登記されたとみられる法人が並ぶ）。一方キョウデンの事業本拠は長野県上伊那郡箕輪町で、長野の登記所コードは1000（本データで社名に「長野」を含む4社は全て1000。同様に新潟1100・山口2500・札幌4300・宮崎3500・名古屋1800を実データで検証済み）。つまりこの法人番号は、1977年創業・2023年10月に東証スタンダードを上場廃止した長野の旧キョウデンとは別に、東京で近年登記された法人である可能性が高い。流通する旧上場キョウデンの売上高（900億円規模等）をこの行に当てるのは§6-2の取り違えになる。次の着手順＝①gBizINFOで5010001248525の商号・本店・設立年月日を確定②持株会社なら§3-3でグループ連結の採用可否を判断③自社HPの決算公告で単体売上高。検索していないため○は付けない。",https://www.kyoden.co.jp/corporate/financial-results/;https://www.kyoden.co.jp/news/news20240604-01/;https://www.kyoden.co.jp/news/category/ir/
3113,001Nn000013S6os,7010001006880,フクダ電子株式会社,○,架電可,○,"○ 妥当：フクダ電子は東証上場（6960）の親会社。自社HP会社概要にフクダグループ売上高1,396億9,700万円（2026年6月現在の掲載＝2026年3月期実績とみられる）、2025年3月期決算短信でも連結1,390億07百万円で整合。いずれも300億超で§3-3適合。ただしG列に決算期の記載がなく「（2026年3月期・連結）」等の追記が望ましい（§4書式）。",https://www.fukuda.co.jp/company/information.html;https://www.fukuda.co.jp/press/2025/pdf/250515.pdf;https://www.fukuda.co.jp/ir/data/pdf/ir20250522.pdf
3114,001Nn000013S6ot,3030001085497,株式会社ヴァレオジャパン,△,未検証,×,未検証（検索枠切れ）：WebSearch上限200回到達により本行は検索できなかった。検索不要の§6-2照合＝法人番号3030001085497の登記所コード0300はさいたま地方法務局で、埼玉県熊谷市の本社所在地と整合するため同名別法人の疑いなし。社名「株式会社」で§3-6通過。1次の記載から本行は仏ValeoグループのSA日本法人（非上場100%子会社）で、承認ソースは自社HPと官報決算公告に事実上限られ、流通している数値がcatr.jp依存＝§7-1の未決着論点に該当する公算が高い。未踏経路＝官報本体の発行日・号数・頁の特定（検索語例「ヴァレオジャパン 決算公告 官報 号外 第◯号」）。特定できれば出典を官報本体（§3-4③）に差し替えて回収可能。現時点では承認ソースでの300億以上の確認が取れていないため○は付けない。,https://www.valeo.co.jp/
3115,001Nn000013S6ov,1430001009475,エア・ウォーター株式会社,○,架電可,○,"○ 妥当：2026年3月期連結売上収益1,066,795百万円＝10,667.95億円（約1兆668億円）。桁検算OK（106万6,795百万円＝1兆667億9,500万円）。IFRSの『売上収益』は§3-7により売上高と同義として採用可で、H列に原文表記の注記もあり仕様どおり。上場親会社のため連結値の使用も適正。",https://www.awi.co.jp/ja/ir/finance.html
